"[21, 2]","[28, 11]","[{'room_size': 0.57, 'damping': 0.16, 'wet_level': 0.12, 'dry_level': 0.34, 'width': 0.09, 'freeze_mode': 0.09}, None]"
"[9, 31, 4, 15]","[18, 0, 3, 23]","[{'room_size': 0.94, 'damping': 0.94, 'wet_level': 0.87, 'dry_level': 0.64, 'width': 0.8, 'freeze_mode': 0.68}, [{'room_size': 0.82, 'damping': 0.63, 'wet_level': 0.82, 'dry_level': 0.65, 'width': 0.21, 'freeze_mode': 0.27}, {'delay_seconds': 0.21, 'feedback': 0.38, 'mix': 0.04}], {'room_size': 0.62, 'damping': 0.34, 'wet_level': 0.66, 'dry_level': 0.39, 'width': 0.68, 'freeze_mode': 0.34}, None]"
"[47, 17, 31, 22]","[35, 38, 23, 31]","[[{'room_size': 0.86, 'damping': 0.43, 'wet_level': 0.75, 'dry_level': 0.75, 'width': 0.1, 'freeze_mode': 0.9}, {'delay_seconds': 0.51, 'feedback': 0.83, 'mix': 0.32}], {'delay_seconds': 0.95, 'feedback': 0.95, 'mix': 0.57}, None, {'delay_seconds': 0.12, 'feedback': 0.14, 'mix': 0.76}]"
"[37, 45]","[6, 12]","[{'delay_seconds': 0.58, 'feedback': 0.86, 'mix': 0.88}, {'room_size': 0.24, 'damping': 0.91, 'wet_level': 0.59, 'dry_level': 0.35, 'width': 0.71, 'freeze_mode': 0.48}]"
"[38, 44, 49, 19]","[2, 12, 27, 27]","[None, {'delay_seconds': 0.92, 'feedback': 0.92, 'mix': 0.25}, {'room_size': 0.7, 'damping': 0.08, 'wet_level': 0.17, 'dry_level': 0.22, 'width': 0.29, 'freeze_mode': 1.0}, [{'room_size': 0.92, 'damping': 0.96, 'wet_level': 0.06, 'dry_level': 0.39, 'width': 0.11, 'freeze_mode': 0.34}, {'delay_seconds': 0.17, 'feedback': 0.65, 'mix': 0.39}]]"
"[27, 36, 26]","[27, 35, 16]","[[{'room_size': 0.28, 'damping': 0.41, 'wet_level': 0.6, 'dry_level': 0.27, 'width': 0.13, 'freeze_mode': 0.08}, {'delay_seconds': 0.94, 'feedback': 0.42, 'mix': 0.58}], {'room_size': 0.92, 'damping': 0.08, 'wet_level': 0.88, 'dry_level': 0.55, 'width': 0.16, 'freeze_mode': 0.41}, {'room_size': 0.38, 'damping': 0.75, 'wet_level': 0.39, 'dry_level': 0.83, 'width': 0.57, 'freeze_mode': 0.06}]"
"[5, 16, 30, 37]","[27, 4, 4, 2]","[None, {'delay_seconds': 0.52, 'feedback': 0.77, 'mix': 0.52}, {'room_size': 0.85, 'damping': 0.55, 'wet_level': 0.56, 'dry_level': 0.88, 'width': 0.4, 'freeze_mode': 0.13}, {'delay_seconds': 0.39, 'feedback': 0.44, 'mix': 0.9}]"
"[37, 23]","[32, 14]","[None, {'room_size': 0.98, 'damping': 0.49, 'wet_level': 0.33, 'dry_level': 0.63, 'width': 0.24, 'freeze_mode': 0.08}]"
"[15, 3, 3]","[7, 39, 24]","[{'room_size': 0.9, 'damping': 0.47, 'wet_level': 0.67, 'dry_level': 0.17, 'width': 0.19, 'freeze_mode': 0.04}, [{'room_size': 0.09, 'damping': 0.12, 'wet_level': 0.46, 'dry_level': 0.21, 'width': 0.36, 'freeze_mode': 0.5}, {'delay_seconds': 0.69, 'feedback': 0.04, 'mix': 0.8}], {'delay_seconds': 0.81, 'feedback': 0.75, 'mix': 0.18}]"
"[46, 13, 27, 13]","[21, 25, 22, 23]","[{'room_size': 0.72, 'damping': 0.06, 'wet_level': 0.15, 'dry_level': 0.13, 'width': 0.69, 'freeze_mode': 0.84}, [{'room_size': 0.35, 'damping': 0.4, 'wet_level': 0.1, 'dry_level': 0.74, 'width': 0.18, 'freeze_mode': 0.56}, {'delay_seconds': 0.84, 'feedback': 0.09, 'mix': 0.54}], None, [{'room_size': 0.59, 'damping': 0.56, 'wet_level': 0.38, 'dry_level': 0.34, 'width': 0.9, 'freeze_mode': 0.61}, {'delay_seconds': 0.24, 'feedback': 0.5, 'mix': 0.33}]]"
"[32, 20]","[21, 5]","[None, [{'room_size': 0.7, 'damping': 1.0, 'wet_level': 0.9, 'dry_level': 0.58, 'width': 0.92, 'freeze_mode': 0.01}, {'delay_seconds': 0.98, 'feedback': 0.49, 'mix': 0.72}]]"
"[1, 10, 25]","[14, 7, 4]","[[{'room_size': 0.19, 'damping': 0.32, 'wet_level': 0.43, 'dry_level': 0.51, 'width': 0.24, 'freeze_mode': 0.11}, {'delay_seconds': 0.61, 'feedback': 0.29, 'mix': 0.58}], {'room_size': 0.15, 'damping': 0.48, 'wet_level': 0.53, 'dry_level': 0.05, 'width': 0.34, 'freeze_mode': 0.13}, [{'room_size': 0.81, 'damping': 0.25, 'wet_level': 0.68, 'dry_level': 0.76, 'width': 0.6, 'freeze_mode': 0.47}, {'delay_seconds': 0.41, 'feedback': 0.35, 'mix': 0.93}]]"
"[43, 10, 33]","[13, 8, 11]","[{'room_size': 0.38, 'damping': 0.93, 'wet_level': 0.72, 'dry_level': 0.05, 'width': 0.78, 'freeze_mode': 0.83}, {'room_size': 0.19, 'damping': 0.24, 'wet_level': 0.63, 'dry_level': 0.91, 'width': 0.32, 'freeze_mode': 0.59}, {'delay_seconds': 0.39, 'feedback': 0.53, 'mix': 0.07}]"
"[38, 5, 6, 41]","[5, 2, 7, 14]","[{'room_size': 0.88, 'damping': 0.5, 'wet_level': 0.74, 'dry_level': 0.57, 'width': 1.0, 'freeze_mode': 0.75}, None, None, [{'room_size': 0.6, 'damping': 0.83, 'wet_level': 0.96, 'dry_level': 0.34, 'width': 0.23, 'freeze_mode': 0.42}, {'delay_seconds': 0.29, 'feedback': 0.61, 'mix': 0.91}]]"
"[17, 32, 42]","[24, 39, 11]","[[{'room_size': 0.1, 'damping': 0.92, 'wet_level': 0.79, 'dry_level': 0.02, 'width': 0.65, 'freeze_mode': 0.77}, {'delay_seconds': 0.37, 'feedback': 0.07, 'mix': 0.08}], {'delay_seconds': 0.19, 'feedback': 0.84, 'mix': 0.33}, [{'room_size': 0.31, 'damping': 0.23, 'wet_level': 0.61, 'dry_level': 0.38, 'width': 0.74, 'freeze_mode': 0.21}, {'delay_seconds': 0.79, 'feedback': 0.6, 'mix': 0.11}]]"
"[25, 37]","[10, 1]","[[{'room_size': 0.47, 'damping': 0.48, 'wet_level': 0.92, 'dry_level': 0.59, 'width': 0.03, 'freeze_mode': 0.91}, {'delay_seconds': 0.25, 'feedback': 0.58, 'mix': 0.17}], [{'room_size': 0.03, 'damping': 0.31, 'wet_level': 0.78, 'dry_level': 0.28, 'width': 0.22, 'freeze_mode': 0.21}, {'delay_seconds': 0.52, 'feedback': 0.98, 'mix': 0.46}]]"
"[21, 39, 0]","[27, 6, 31]","[[{'room_size': 0.07, 'damping': 0.75, 'wet_level': 0.21, 'dry_level': 0.9, 'width': 0.21, 'freeze_mode': 0.19}, {'delay_seconds': 0.04, 'feedback': 0.47, 'mix': 0.56}], {'delay_seconds': 0.56, 'feedback': 0.16, 'mix': 0.18}, {'room_size': 0.86, 'damping': 0.95, 'wet_level': 0.37, 'dry_level': 0.27, 'width': 0.64, 'freeze_mode': 0.41}]"
"[7, 2]","[0, 23]","[{'delay_seconds': 0.56, 'feedback': 0.72, 'mix': 0.81}, {'room_size': 0.99, 'damping': 0.6, 'wet_level': 0.81, 'dry_level': 0.96, 'width': 0.94, 'freeze_mode': 0.14}]"
"[6, 22, 18]","[32, 20, 18]","[{'room_size': 0.58, 'damping': 0.42, 'wet_level': 0.89, 'dry_level': 0.82, 'width': 0.34, 'freeze_mode': 0.26}, {'delay_seconds': 0.76, 'feedback': 0.14, 'mix': 0.87}, [{'room_size': 0.49, 'damping': 0.89, 'wet_level': 0.8, 'dry_level': 0.43, 'width': 0.02, 'freeze_mode': 0.27}, {'delay_seconds': 0.54, 'feedback': 0.63, 'mix': 0.26}]]"
"[21, 25, 44]","[3, 28, 33]","[None, None, {'delay_seconds': 0.74, 'feedback': 0.08, 'mix': 0.6}]"
"[28, 10, 10]","[20, 39, 35]","[[{'room_size': 0.72, 'damping': 0.3, 'wet_level': 0.57, 'dry_level': 0.48, 'width': 0.66, 'freeze_mode': 0.94}, {'delay_seconds': 0.73, 'feedback': 0.21, 'mix': 0.03}], None, [{'room_size': 0.73, 'damping': 0.5, 'wet_level': 0.69, 'dry_level': 0.43, 'width': 0.25, 'freeze_mode': 0.82}, {'delay_seconds': 0.8, 'feedback': 0.69, 'mix': 0.27}]]"
"[11, 36, 9]","[18, 16, 11]","[[{'room_size': 0.54, 'damping': 0.87, 'wet_level': 0.73, 'dry_level': 0.81, 'width': 0.66, 'freeze_mode': 0.69}, {'delay_seconds': 0.85, 'feedback': 0.25, 'mix': 0.49}], {'delay_seconds': 0.18, 'feedback': 0.57, 'mix': 0.92}, {'delay_seconds': 0.47, 'feedback': 0.86, 'mix': 0.84}]"
"[41, 16, 30]","[38, 13, 23]","[None, [{'room_size': 0.79, 'damping': 0.32, 'wet_level': 0.63, 'dry_level': 0.89, 'width': 0.62, 'freeze_mode': 0.23}, {'delay_seconds': 0.02, 'feedback': 0.87, 'mix': 0.02}], {'delay_seconds': 0.77, 'feedback': 0.4, 'mix': 0.48}]"
"[15, 29]","[9, 24]","[[{'room_size': 0.34, 'damping': 0.52, 'wet_level': 0.73, 'dry_level': 0.0, 'width': 0.47, 'freeze_mode': 0.3}, {'delay_seconds': 0.85, 'feedback': 0.72, 'mix': 0.59}], [{'room_size': 0.28, 'damping': 0.91, 'wet_level': 0.05, 'dry_level': 0.11, 'width': 0.39, 'freeze_mode': 0.12}, {'delay_seconds': 0.96, 'feedback': 0.8, 'mix': 0.26}]]"
"[38, 10, 33]","[23, 12, 24]","[{'room_size': 0.74, 'damping': 0.06, 'wet_level': 0.4, 'dry_level': 0.84, 'width': 0.23, 'freeze_mode': 0.83}, None, {'room_size': 0.26, 'damping': 0.52, 'wet_level': 0.49, 'dry_level': 1.0, 'width': 0.9, 'freeze_mode': 0.46}]"
"[36, 10, 27]","[33, 2, 28]","[[{'room_size': 0.89, 'damping': 0.96, 'wet_level': 0.86, 'dry_level': 0.81, 'width': 0.66, 'freeze_mode': 0.55}, {'delay_seconds': 0.09, 'feedback': 0.41, 'mix': 0.37}], {'delay_seconds': 0.08, 'feedback': 0.85, 'mix': 0.5}, None]"
"[47, 42]","[12, 24]","[None, None]"
"[48, 39, 33, 44]","[16, 30, 23, 34]","[[{'room_size': 0.13, 'damping': 0.28, 'wet_level': 0.02, 'dry_level': 0.43, 'width': 0.84, 'freeze_mode': 0.39}, {'delay_seconds': 0.18, 'feedback': 0.75, 'mix': 0.79}], {'delay_seconds': 0.47, 'feedback': 0.06, 'mix': 0.07}, [{'room_size': 0.85, 'damping': 0.99, 'wet_level': 0.68, 'dry_level': 0.45, 'width': 0.65, 'freeze_mode': 0.59}, {'delay_seconds': 0.38, 'feedback': 0.07, 'mix': 0.82}], {'delay_seconds': 0.94, 'feedback': 0.1, 'mix': 0.85}]"
"[28, 10, 1, 19]","[28, 31, 13, 21]","[{'room_size': 0.13, 'damping': 0.87, 'wet_level': 0.96, 'dry_level': 0.03, 'width': 0.73, 'freeze_mode': 0.91}, [{'room_size': 0.44, 'damping': 0.31, 'wet_level': 0.32, 'dry_level': 0.72, 'width': 0.75, 'freeze_mode': 0.2}, {'delay_seconds': 0.87, 'feedback': 0.71, 'mix': 0.56}], [{'room_size': 0.47, 'damping': 0.54, 'wet_level': 0.16, 'dry_level': 0.2, 'width': 0.09, 'freeze_mode': 0.15}, {'delay_seconds': 0.45, 'feedback': 0.53, 'mix': 0.02}], [{'room_size': 0.8, 'damping': 0.29, 'wet_level': 0.91, 'dry_level': 0.97, 'width': 0.19, 'freeze_mode': 0.46}, {'delay_seconds': 0.0, 'feedback': 0.6, 'mix': 0.61}]]"
"[37, 1]","[21, 23]","[{'room_size': 0.43, 'damping': 0.98, 'wet_level': 0.15, 'dry_level': 0.46, 'width': 0.68, 'freeze_mode': 0.4}, [{'room_size': 0.76, 'damping': 0.95, 'wet_level': 0.91, 'dry_level': 0.72, 'width': 0.75, 'freeze_mode': 0.15}, {'delay_seconds': 0.1, 'feedback': 0.57, 'mix': 0.02}]]"
"[21, 19, 9]","[27, 32, 39]","[[{'room_size': 0.01, 'damping': 0.33, 'wet_level': 0.52, 'dry_level': 0.09, 'width': 0.35, 'freeze_mode': 0.03}, {'delay_seconds': 0.08, 'feedback': 0.4, 'mix': 0.13}], None, {'delay_seconds': 0.8, 'feedback': 0.34, 'mix': 0.81}]"
"[10, 15, 5, 25]","[19, 3, 21, 2]","[{'delay_seconds': 0.48, 'feedback': 0.62, 'mix': 0.33}, None, {'room_size': 0.54, 'damping': 0.49, 'wet_level': 0.08, 'dry_level': 0.4, 'width': 0.22, 'freeze_mode': 0.42}, None]"
"[35, 35]","[33, 1]","[[{'room_size': 0.6, 'damping': 0.79, 'wet_level': 0.66, 'dry_level': 0.99, 'width': 0.28, 'freeze_mode': 0.36}, {'delay_seconds': 0.38, 'feedback': 0.47, 'mix': 0.84}], {'delay_seconds': 0.51, 'feedback': 0.41, 'mix': 0.07}]"
"[46, 38]","[13, 24]","[[{'room_size': 0.66, 'damping': 0.1, 'wet_level': 0.65, 'dry_level': 0.31, 'width': 0.4, 'freeze_mode': 0.86}, {'delay_seconds': 0.01, 'feedback': 0.59, 'mix': 0.6}], {'delay_seconds': 0.45, 'feedback': 0.67, 'mix': 0.15}]"
"[19, 42]","[7, 11]","[{'delay_seconds': 0.47, 'feedback': 0.84, 'mix': 0.81}, {'room_size': 0.59, 'damping': 0.87, 'wet_level': 0.21, 'dry_level': 0.11, 'width': 0.27, 'freeze_mode': 0.06}]"
"[34, 36, 32, 11]","[5, 4, 13, 19]","[{'delay_seconds': 0.45, 'feedback': 0.52, 'mix': 0.49}, None, {'room_size': 0.67, 'damping': 0.44, 'wet_level': 0.87, 'dry_level': 0.18, 'width': 0.69, 'freeze_mode': 0.84}, [{'room_size': 0.62, 'damping': 0.87, 'wet_level': 0.57, 'dry_level': 0.03, 'width': 0.93, 'freeze_mode': 0.69}, {'delay_seconds': 0.68, 'feedback': 0.22, 'mix': 0.66}]]"
"[47, 40]","[4, 25]","[{'delay_seconds': 0.75, 'feedback': 0.09, 'mix': 0.29}, [{'room_size': 0.11, 'damping': 0.65, 'wet_level': 0.77, 'dry_level': 0.93, 'width': 0.44, 'freeze_mode': 0.9}, {'delay_seconds': 0.88, 'feedback': 0.32, 'mix': 0.87}]]"
"[23, 24]","[6, 20]","[None, {'room_size': 0.07, 'damping': 0.6, 'wet_level': 0.67, 'dry_level': 0.62, 'width': 0.46, 'freeze_mode': 0.38}]"
"[28, 24]","[25, 11]","[{'room_size': 0.15, 'damping': 0.53, 'wet_level': 0.25, 'dry_level': 0.48, 'width': 0.39, 'freeze_mode': 0.55}, None]"
"[33, 3, 28, 34]","[13, 26, 27, 7]","[[{'room_size': 0.31, 'damping': 0.61, 'wet_level': 0.72, 'dry_level': 0.27, 'width': 0.41, 'freeze_mode': 0.12}, {'delay_seconds': 0.18, 'feedback': 0.68, 'mix': 0.18}], None, [{'room_size': 0.04, 'damping': 0.63, 'wet_level': 0.95, 'dry_level': 0.6, 'width': 0.82, 'freeze_mode': 0.88}, {'delay_seconds': 0.23, 'feedback': 0.21, 'mix': 0.61}], {'delay_seconds': 0.27, 'feedback': 0.82, 'mix': 0.42}]"
"[24, 18, 9]","[17, 35, 32]","[{'delay_seconds': 0.18, 'feedback': 0.31, 'mix': 0.23}, None, [{'room_size': 0.44, 'damping': 0.45, 'wet_level': 0.72, 'dry_level': 0.02, 'width': 0.34, 'freeze_mode': 0.82}, {'delay_seconds': 0.6, 'feedback': 0.34, 'mix': 0.91}]]"
"[45, 39]","[35, 36]","[[{'room_size': 0.89, 'damping': 0.19, 'wet_level': 0.32, 'dry_level': 0.23, 'width': 0.35, 'freeze_mode': 0.07}, {'delay_seconds': 0.52, 'feedback': 0.07, 'mix': 0.8}], {'room_size': 0.23, 'damping': 0.54, 'wet_level': 0.88, 'dry_level': 0.65, 'width': 0.53, 'freeze_mode': 0.32}]"
"[37, 34, 22]","[16, 33, 29]","[{'room_size': 0.33, 'damping': 0.58, 'wet_level': 0.09, 'dry_level': 0.96, 'width': 0.63, 'freeze_mode': 0.75}, [{'room_size': 0.82, 'damping': 0.0, 'wet_level': 0.3, 'dry_level': 0.98, 'width': 0.47, 'freeze_mode': 0.38}, {'delay_seconds': 0.12, 'feedback': 0.97, 'mix': 0.02}], None]"
"[33, 35, 22]","[13, 32, 1]","[{'room_size': 0.38, 'damping': 0.35, 'wet_level': 0.24, 'dry_level': 0.51, 'width': 0.83, 'freeze_mode': 0.28}, [{'room_size': 0.79, 'damping': 0.57, 'wet_level': 0.57, 'dry_level': 0.39, 'width': 0.5, 'freeze_mode': 0.4}, {'delay_seconds': 0.54, 'feedback': 0.63, 'mix': 0.67}], {'room_size': 0.53, 'damping': 0.72, 'wet_level': 0.14, 'dry_level': 0.21, 'width': 0.82, 'freeze_mode': 0.32}]"
"[19, 9, 1]","[17, 24, 24]","[{'delay_seconds': 0.32, 'feedback': 0.95, 'mix': 0.83}, [{'room_size': 0.67, 'damping': 0.12, 'wet_level': 0.48, 'dry_level': 0.51, 'width': 0.23, 'freeze_mode': 0.08}, {'delay_seconds': 0.78, 'feedback': 0.12, 'mix': 0.59}], {'room_size': 0.94, 'damping': 0.88, 'wet_level': 0.28, 'dry_level': 0.85, 'width': 0.0, 'freeze_mode': 0.02}]"
"[18, 9]","[33, 24]","[[{'room_size': 0.06, 'damping': 0.99, 'wet_level': 0.06, 'dry_level': 0.7, 'width': 0.98, 'freeze_mode': 0.24}, {'delay_seconds': 0.14, 'feedback': 0.12, 'mix': 0.3}], None]"
"[38, 34, 26]","[36, 6, 27]","[{'room_size': 0.48, 'damping': 0.18, 'wet_level': 0.39, 'dry_level': 0.96, 'width': 0.25, 'freeze_mode': 0.13}, [{'room_size': 0.68, 'damping': 0.19, 'wet_level': 0.62, 'dry_level': 0.32, 'width': 0.83, 'freeze_mode': 0.63}, {'delay_seconds': 0.2, 'feedback': 0.06, 'mix': 0.04}], {'delay_seconds': 0.13, 'feedback': 0.86, 'mix': 0.24}]"
"[39, 40, 28]","[34, 28, 37]","[{'delay_seconds': 0.81, 'feedback': 0.08, 'mix': 0.28}, {'room_size': 0.93, 'damping': 0.25, 'wet_level': 0.78, 'dry_level': 0.83, 'width': 0.5, 'freeze_mode': 0.39}, None]"
"[23, 23, 4, 20]","[34, 16, 19, 39]","[[{'room_size': 0.35, 'damping': 0.3, 'wet_level': 0.35, 'dry_level': 0.77, 'width': 0.66, 'freeze_mode': 0.19}, {'delay_seconds': 0.17, 'feedback': 0.1, 'mix': 0.66}], [{'room_size': 0.76, 'damping': 0.27, 'wet_level': 0.02, 'dry_level': 0.08, 'width': 0.97, 'freeze_mode': 0.3}, {'delay_seconds': 0.77, 'feedback': 0.62, 'mix': 0.38}], None, {'delay_seconds': 0.66, 'feedback': 0.13, 'mix': 0.34}]"
"[8, 39, 24]","[24, 13, 21]","[None, None, [{'room_size': 0.32, 'damping': 0.75, 'wet_level': 0.27, 'dry_level': 0.54, 'width': 0.73, 'freeze_mode': 0.11}, {'delay_seconds': 0.69, 'feedback': 0.09, 'mix': 0.97}]]"
"[22, 43, 21, 32]","[23, 12, 36, 2]","[{'delay_seconds': 0.16, 'feedback': 0.46, 'mix': 0.01}, {'delay_seconds': 0.2, 'feedback': 0.56, 'mix': 0.73}, {'room_size': 0.62, 'damping': 0.19, 'wet_level': 0.36, 'dry_level': 0.78, 'width': 0.55, 'freeze_mode': 0.01}, None]"
"[3, 9]","[19, 23]","[{'delay_seconds': 0.17, 'feedback': 0.18, 'mix': 0.39}, {'delay_seconds': 0.7, 'feedback': 0.05, 'mix': 0.49}]"
"[17, 30, 48]","[18, 18, 18]","[{'delay_seconds': 0.44, 'feedback': 0.15, 'mix': 0.33}, {'delay_seconds': 0.93, 'feedback': 0.64, 'mix': 0.42}, {'room_size': 0.64, 'damping': 0.79, 'wet_level': 0.12, 'dry_level': 0.41, 'width': 0.84, 'freeze_mode': 0.38}]"
"[9, 12]","[2, 29]","[{'delay_seconds': 0.43, 'feedback': 0.87, 'mix': 0.84}, None]"
"[35, 40]","[5, 30]","[{'room_size': 0.92, 'damping': 0.47, 'wet_level': 0.01, 'dry_level': 0.28, 'width': 0.04, 'freeze_mode': 0.04}, None]"
"[20, 49, 26, 5]","[3, 32, 6, 14]","[None, {'delay_seconds': 0.97, 'feedback': 0.61, 'mix': 0.35}, {'room_size': 0.11, 'damping': 0.15, 'wet_level': 0.23, 'dry_level': 0.25, 'width': 0.85, 'freeze_mode': 0.56}, {'delay_seconds': 0.48, 'feedback': 0.17, 'mix': 0.95}]"
"[1, 33]","[9, 15]","[None, {'room_size': 0.2, 'damping': 0.26, 'wet_level': 0.16, 'dry_level': 0.33, 'width': 0.76, 'freeze_mode': 0.52}]"
"[26, 27, 48]","[39, 25, 1]","[{'delay_seconds': 0.66, 'feedback': 0.82, 'mix': 0.38}, None, None]"
"[42, 37, 27]","[39, 32, 0]","[{'delay_seconds': 0.97, 'feedback': 0.86, 'mix': 0.12}, {'delay_seconds': 0.32, 'feedback': 1.0, 'mix': 0.98}, {'room_size': 0.66, 'damping': 0.13, 'wet_level': 0.69, 'dry_level': 0.09, 'width': 0.03, 'freeze_mode': 0.82}]"
"[8, 49]","[37, 5]","[{'delay_seconds': 0.49, 'feedback': 0.83, 'mix': 0.34}, {'room_size': 0.17, 'damping': 0.71, 'wet_level': 0.83, 'dry_level': 0.1, 'width': 0.24, 'freeze_mode': 0.14}]"
"[22, 16]","[21, 4]","[[{'room_size': 0.81, 'damping': 0.84, 'wet_level': 0.25, 'dry_level': 0.03, 'width': 0.74, 'freeze_mode': 0.11}, {'delay_seconds': 0.31, 'feedback': 0.0, 'mix': 0.68}], [{'room_size': 0.17, 'damping': 0.66, 'wet_level': 0.99, 'dry_level': 0.07, 'width': 0.08, 'freeze_mode': 0.34}, {'delay_seconds': 0.87, 'feedback': 0.22, 'mix': 0.36}]]"
"[34, 35]","[13, 11]","[[{'room_size': 0.23, 'damping': 0.81, 'wet_level': 0.06, 'dry_level': 0.9, 'width': 0.65, 'freeze_mode': 0.87}, {'delay_seconds': 0.0, 'feedback': 0.17, 'mix': 0.39}], {'delay_seconds': 0.48, 'feedback': 0.02, 'mix': 0.42}]"
"[25, 22, 47]","[37, 21, 18]","[None, {'room_size': 0.64, 'damping': 0.45, 'wet_level': 0.22, 'dry_level': 0.12, 'width': 0.07, 'freeze_mode': 0.26}, None]"
"[40, 28, 11]","[15, 29, 34]","[[{'room_size': 0.27, 'damping': 0.79, 'wet_level': 0.57, 'dry_level': 0.66, 'width': 0.25, 'freeze_mode': 0.22}, {'delay_seconds': 0.49, 'feedback': 0.74, 'mix': 0.53}], [{'room_size': 0.03, 'damping': 0.87, 'wet_level': 0.06, 'dry_level': 0.96, 'width': 0.03, 'freeze_mode': 0.69}, {'delay_seconds': 0.08, 'feedback': 0.91, 'mix': 0.46}], {'delay_seconds': 0.79, 'feedback': 0.64, 'mix': 0.68}]"
